peak_id,sample_id,t,z_um,y_um,x_um,confidence,det_threshold,pool_kernel_um,tta
unet:6bba_2312ac41:t19:p00000,6bba_2312ac41,19,1.625,1.625,102.375,0.9969906806945801,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00001,6bba_2312ac41,19,1.625,17.875,102.375,0.9772709012031555,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00002,6bba_2312ac41,19,1.625,82.875,94.25,0.9977292418479919,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00003,6bba_2312ac41,19,1.625,84.5,73.125,0.9994391798973083,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00004,6bba_2312ac41,19,1.625,97.5,82.875,0.9999078512191772,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00005,6bba_2312ac41,19,3.25,24.375,91.0,0.9997251629829407,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00006,6bba_2312ac41,19,3.25,35.75,89.375,0.9998552799224854,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00007,6bba_2312ac41,19,3.25,39.0,100.75,0.9996771812438965,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00008,6bba_2312ac41,19,3.25,74.75,95.875,0.9994862079620361,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00009,6bba_2312ac41,19,4.875,56.875,86.125,0.9997199177742004,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00010,6bba_2312ac41,19,4.875,58.5,76.375,0.9993533492088318,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00011,6bba_2312ac41,19,4.875,58.5,92.625,0.9993398785591125,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00012,6bba_2312ac41,19,4.875,61.75,97.5,0.9992066025733948,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00013,6bba_2312ac41,19,4.875,94.25,76.375,0.9994884729385376,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00014,6bba_2312ac41,19,4.875,99.125,66.625,0.9997617602348328,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00015,6bba_2312ac41,19,6.5,50.375,99.125,0.9997007846832275,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00016,6bba_2312ac41,19,6.5,79.625,89.375,0.9997450709342957,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00017,6bba_2312ac41,19,8.125,4.875,102.375,0.9998955726623535,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00018,6bba_2312ac41,19,8.125,17.875,91.0,0.9999210834503174,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00019,6bba_2312ac41,19,8.125,73.125,73.125,0.9995367527008057,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00020,6bba_2312ac41,19,9.75,22.75,102.375,0.9994093179702759,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00021,6bba_2312ac41,19,9.75,35.75,91.0,0.9998014569282532,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00022,6bba_2312ac41,19,9.75,94.25,84.5,0.9998887777328491,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00023,6bba_2312ac41,19,11.375,29.25,97.5,0.9997439980506897,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00024,6bba_2312ac41,19,13.0,92.625,78.0,0.9987157583236694,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00025,6bba_2312ac41,19,13.0,95.875,60.125,0.9997761845588684,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00026,6bba_2312ac41,19,14.625,40.625,97.5,0.999833345413208,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00027,6bba_2312ac41,19,14.625,45.5,79.625,0.9999244213104248,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00028,6bba_2312ac41,19,14.625,53.625,91.0,0.9998458623886108,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00029,6bba_2312ac41,19,14.625,74.75,84.5,0.9999544620513916,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00030,6bba_2312ac41,19,14.625,86.125,65.0,0.999735414981842,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00031,6bba_2312ac41,19,14.625,99.125,73.125,0.9998242259025574,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00032,6bba_2312ac41,19,16.25,34.125,92.625,0.9922279715538025,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00033,6bba_2312ac41,19,17.875,0.0,95.875,0.9998084902763367,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00034,6bba_2312ac41,19,17.875,13.0,99.125,0.9994540810585022,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00035,6bba_2312ac41,19,17.875,63.375,91.0,0.9993852376937866,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00036,6bba_2312ac41,19,17.875,100.75,53.625,0.9997908473014832,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00037,6bba_2312ac41,19,19.5,50.375,65.0,0.9999942779541016,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00038,6bba_2312ac41,19,19.5,94.25,79.625,0.9994242191314697,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00039,6bba_2312ac41,19,21.125,17.875,84.5,0.9991171956062317,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00040,6bba_2312ac41,19,21.125,65.0,82.875,0.9999175071716309,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00041,6bba_2312ac41,19,21.125,81.25,87.75,0.9999333620071411,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00042,6bba_2312ac41,19,21.125,82.875,79.625,0.9995449185371399,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00043,6bba_2312ac41,19,24.375,9.75,74.75,0.9999910593032837,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00044,6bba_2312ac41,19,24.375,34.125,95.875,0.9997835755348206,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00045,6bba_2312ac41,19,24.375,34.125,100.75,0.9999079704284668,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00046,6bba_2312ac41,19,24.375,66.625,82.875,0.9999195337295532,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00047,6bba_2312ac41,19,24.375,94.25,50.375,0.9995680451393127,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00048,6bba_2312ac41,19,26.0,76.375,76.375,0.9999005794525146,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00049,6bba_2312ac41,19,26.0,100.75,76.375,0.9889605641365051,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00050,6bba_2312ac41,19,27.625,50.375,92.625,0.9998317956924438,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00051,6bba_2312ac41,19,27.625,102.375,37.375,0.9859230518341064,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00052,6bba_2312ac41,19,29.25,58.5,86.125,0.9999306201934814,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00053,6bba_2312ac41,19,29.25,78.0,78.0,0.9999076128005981,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00054,6bba_2312ac41,19,30.875,17.875,94.25,0.9998089671134949,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00055,6bba_2312ac41,19,30.875,102.375,66.625,0.9993405938148499,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00056,6bba_2312ac41,19,32.5,8.125,99.125,0.9992897510528564,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00057,6bba_2312ac41,19,32.5,42.25,91.0,0.999693751335144,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00058,6bba_2312ac41,19,32.5,78.0,58.5,0.9995356798171997,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00059,6bba_2312ac41,19,32.5,102.375,55.25,0.9961246848106384,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00060,6bba_2312ac41,19,34.125,21.125,82.875,0.9997276663780212,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00061,6bba_2312ac41,19,34.125,35.75,74.75,0.9998377561569214,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00062,6bba_2312ac41,19,35.75,1.625,94.25,0.9999408721923828,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00063,6bba_2312ac41,19,35.75,34.125,91.0,0.9997522234916687,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00064,6bba_2312ac41,19,35.75,86.125,78.0,0.9999501705169678,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00065,6bba_2312ac41,19,35.75,92.625,68.25,0.9999327659606934,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00066,6bba_2312ac41,19,37.375,26.0,97.5,0.9998886585235596,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00067,6bba_2312ac41,19,37.375,69.875,78.0,0.9999655485153198,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00068,6bba_2312ac41,19,37.375,78.0,60.125,0.9991379976272583,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00069,6bba_2312ac41,19,37.375,86.125,45.5,0.9998533725738525,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00070,6bba_2312ac41,19,37.375,99.125,43.875,0.9998362064361572,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00071,6bba_2312ac41,19,39.0,40.625,84.5,0.9998645782470703,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00072,6bba_2312ac41,19,39.0,52.0,68.25,0.9999575614929199,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00073,6bba_2312ac41,19,39.0,94.25,55.25,0.9999330043792725,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00074,6bba_2312ac41,19,40.625,48.75,81.25,0.9999485015869141,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00075,6bba_2312ac41,19,40.625,66.625,66.625,0.9998881816864014,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00076,6bba_2312ac41,19,40.625,66.625,84.5,0.9999617338180542,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00077,6bba_2312ac41,19,42.25,24.375,89.375,0.9996739625930786,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00078,6bba_2312ac41,19,42.25,87.75,47.125,0.9994614720344543,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00079,6bba_2312ac41,19,43.875,71.5,42.25,0.9999939203262329,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00080,6bba_2312ac41,19,45.5,32.5,73.125,0.9999529123306274,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00081,6bba_2312ac41,19,45.5,39.0,89.375,0.9998428821563721,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00082,6bba_2312ac41,19,45.5,56.875,78.0,0.9998986721038818,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00083,6bba_2312ac41,19,45.5,97.5,65.0,0.9996852874755859,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00084,6bba_2312ac41,19,47.125,56.875,56.875,0.9998888969421387,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00085,6bba_2312ac41,19,47.125,87.75,48.75,0.9995759129524231,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00086,6bba_2312ac41,19,48.75,32.5,82.875,0.9999051094055176,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00087,6bba_2312ac41,19,50.375,43.875,65.0,0.9997249245643616,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00088,6bba_2312ac41,19,50.375,76.375,53.625,0.9999077320098877,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00089,6bba_2312ac41,19,50.375,81.25,65.0,0.9997619986534119,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00090,6bba_2312ac41,19,50.375,91.0,71.5,0.9758074879646301,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00091,6bba_2312ac41,19,52.0,1.625,95.875,0.9996469020843506,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00092,6bba_2312ac41,19,52.0,8.125,87.75,0.9999788999557495,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00093,6bba_2312ac41,19,52.0,84.5,74.75,0.99849534034729,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00094,6bba_2312ac41,19,52.0,87.75,50.375,0.9997686743736267,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00095,6bba_2312ac41,19,53.625,24.375,89.375,0.9999618530273438,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00096,6bba_2312ac41,19,53.625,71.5,71.5,0.9999110698699951,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00097,6bba_2312ac41,19,53.625,81.25,43.875,0.9998565912246704,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00098,6bba_2312ac41,19,53.625,95.875,42.25,0.9996494054794312,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00099,6bba_2312ac41,19,55.25,19.5,56.875,0.9999982118606567,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00100,6bba_2312ac41,19,55.25,43.875,79.625,0.9999185800552368,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00101,6bba_2312ac41,19,55.25,55.25,61.75,0.9998984336853027,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00102,6bba_2312ac41,19,55.25,100.75,55.25,0.9997747540473938,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00103,6bba_2312ac41,19,56.875,35.75,63.375,0.9999438524246216,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00104,6bba_2312ac41,19,56.875,99.125,30.875,0.999982476234436,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00105,6bba_2312ac41,19,60.125,63.375,76.375,0.9999361038208008,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00106,6bba_2312ac41,19,60.125,89.375,65.0,0.9999316930770874,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00107,6bba_2312ac41,19,61.75,17.875,79.625,0.9992528557777405,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00108,6bba_2312ac41,19,61.75,63.375,69.875,0.9999456405639648,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00109,6bba_2312ac41,19,63.375,8.125,86.125,0.9999626874923706,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00110,6bba_2312ac41,19,63.375,71.5,63.375,0.999852180480957,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00111,6bba_2312ac41,19,63.375,73.125,52.0,0.9998365640640259,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00112,6bba_2312ac41,19,65.0,39.0,73.125,0.9998713731765747,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00113,6bba_2312ac41,19,65.0,45.5,56.875,0.9999269247055054,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00114,6bba_2312ac41,19,66.625,27.625,78.0,0.9997667670249939,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00115,6bba_2312ac41,19,66.625,81.25,39.0,0.9999538660049438,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00116,6bba_2312ac41,19,68.25,45.5,76.375,0.9999556541442871,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00117,6bba_2312ac41,19,68.25,55.25,66.625,0.9999369382858276,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00118,6bba_2312ac41,19,68.25,97.5,48.75,0.9995672106742859,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00119,6bba_2312ac41,19,68.25,102.375,29.25,0.9996629953384399,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00120,6bba_2312ac41,19,69.875,22.75,65.0,0.9999380111694336,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00121,6bba_2312ac41,19,69.875,81.25,63.375,0.9998992681503296,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00122,6bba_2312ac41,19,69.875,87.75,55.25,0.9999445676803589,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00123,6bba_2312ac41,19,71.5,1.625,86.125,0.9997966885566711,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00124,6bba_2312ac41,19,73.125,66.625,43.875,0.9999511241912842,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00125,6bba_2312ac41,19,74.75,6.5,79.625,0.9996956586837769,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00126,6bba_2312ac41,19,76.375,17.875,78.0,0.9999604225158691,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00127,6bba_2312ac41,19,76.375,53.625,34.125,0.9999936819076538,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00128,6bba_2312ac41,19,76.375,79.625,52.0,0.999946117401123,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00129,6bba_2312ac41,19,76.375,87.75,26.0,0.9998067021369934,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00130,6bba_2312ac41,19,76.375,100.75,52.0,0.9998030066490173,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00131,6bba_2312ac41,19,78.0,1.625,74.75,0.9999077320098877,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00132,6bba_2312ac41,19,78.0,73.125,61.75,0.9999616146087646,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00133,6bba_2312ac41,19,78.0,89.375,32.5,0.9998596906661987,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00134,6bba_2312ac41,19,78.0,97.5,43.875,0.9998661279678345,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00135,6bba_2312ac41,19,81.25,43.875,73.125,0.9987176656723022,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00136,6bba_2312ac41,19,81.25,66.625,37.375,0.9998747110366821,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00137,6bba_2312ac41,19,81.25,81.25,16.25,0.9999960660934448,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00138,6bba_2312ac41,19,81.25,91.0,52.0,0.9991746544837952,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00139,6bba_2312ac41,19,82.875,17.875,66.625,0.999875545501709,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00140,6bba_2312ac41,19,82.875,27.625,68.25,0.9998241066932678,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00141,6bba_2312ac41,19,82.875,40.625,63.375,0.9999282360076904,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00142,6bba_2312ac41,19,82.875,58.5,61.75,0.9999727010726929,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00143,6bba_2312ac41,19,84.5,30.875,50.375,0.9999047517776489,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00144,6bba_2312ac41,19,84.5,82.875,47.125,0.999854326248169,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00145,6bba_2312ac41,19,86.125,71.5,52.0,0.9998568296432495,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00146,6bba_2312ac41,19,87.75,102.375,37.375,0.999702513217926,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00147,6bba_2312ac41,19,91.0,8.125,66.625,0.9999048709869385,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00148,6bba_2312ac41,19,91.0,76.375,30.875,0.9997791647911072,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00149,6bba_2312ac41,19,92.625,0.0,76.375,0.9857625961303711,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00150,6bba_2312ac41,19,92.625,14.625,52.0,0.9999351501464844,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00151,6bba_2312ac41,19,92.625,16.25,68.25,0.9999151229858398,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00152,6bba_2312ac41,19,92.625,61.75,48.75,0.9997896552085876,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00153,6bba_2312ac41,19,92.625,87.75,22.75,0.9986085295677185,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00154,6bba_2312ac41,19,92.625,94.25,35.75,0.9995293617248535,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00155,6bba_2312ac41,19,94.25,29.25,60.125,0.9999377727508545,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00156,6bba_2312ac41,19,94.25,82.875,42.25,0.9998557567596436,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00157,6bba_2312ac41,19,95.875,4.875,66.625,0.9998992681503296,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00158,6bba_2312ac41,19,95.875,42.25,60.125,0.9999129772186279,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00159,6bba_2312ac41,19,95.875,48.75,52.0,0.9999514818191528,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00160,6bba_2312ac41,19,97.5,19.5,30.875,0.999980092048645,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00161,6bba_2312ac41,19,97.5,68.25,24.375,0.9997534155845642,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00162,6bba_2312ac41,19,97.5,95.875,4.875,0.9999207258224487,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00163,6bba_2312ac41,19,99.125,19.5,45.5,0.9997991919517517,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00164,6bba_2312ac41,19,99.125,39.0,39.0,0.9998818635940552,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00165,6bba_2312ac41,19,99.125,63.375,39.0,0.9998725652694702,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00166,6bba_2312ac41,19,99.125,78.0,43.875,0.9998817443847656,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00167,6bba_2312ac41,19,99.125,91.0,35.75,0.9998236298561096,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00168,6bba_2312ac41,19,99.125,97.5,22.75,0.9998683929443359,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00169,6bba_2312ac41,19,100.75,4.875,56.875,0.99993896484375,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00170,6bba_2312ac41,19,100.75,21.125,56.875,0.9999195337295532,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00171,6bba_2312ac41,19,100.75,27.625,37.375,0.9968532919883728,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00172,6bba_2312ac41,19,100.75,34.125,50.375,0.9998600482940674,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00173,6bba_2312ac41,19,100.75,45.5,14.625,0.9999966621398926,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00174,6bba_2312ac41,19,100.75,47.125,43.875,0.9999164342880249,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00175,6bba_2312ac41,19,100.75,58.5,55.25,0.9895665645599365,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00176,6bba_2312ac41,19,100.75,61.75,53.625,0.9763631820678711,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00177,6bba_2312ac41,19,100.75,66.625,43.875,0.9985380172729492,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00178,6bba_2312ac41,19,100.75,78.0,35.75,0.9954309463500977,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00179,6bba_2312ac41,19,100.75,79.625,9.75,0.9998453855514526,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00180,6bba_2312ac41,19,100.75,81.25,22.75,0.9886549711227417,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00181,6bba_2312ac41,19,100.75,102.375,16.25,0.9976848363876343,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t19:p00182,6bba_2312ac41,19,102.375,84.5,29.25,0.9993845224380493,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t20:p00000,6bba_2312ac41,20,0.0,16.25,97.5,0.9973394274711609,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t20:p00001,6bba_2312ac41,20,0.0,66.625,84.5,0.9995813965797424,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t20:p00002,6bba_2312ac41,20,1.625,26.0,91.0,0.9997064471244812,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t20:p00003,6bba_2312ac41,20,1.625,97.5,82.875,0.9998965263366699,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t20:p00004,6bba_2312ac41,20,3.25,35.75,91.0,0.9996874332427979,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t20:p00005,6bba_2312ac41,20,3.25,40.625,102.375,0.999804675579071,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t20:p00006,6bba_2312ac41,20,3.25,74.75,97.5,0.9997792840003967,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t20:p00007,6bba_2312ac41,20,3.25,87.75,74.75,0.9964718818664551,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t20:p00008,6bba_2312ac41,20,4.875,56.875,78.0,0.9994074106216431,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t20:p00009,6bba_2312ac41,20,4.875,74.75,89.375,0.9992009997367859,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t20:p00010,6bba_2312ac41,20,4.875,81.25,91.0,0.9997462630271912,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t20:p00011,6bba_2312ac41,20,4.875,100.75,68.25,0.9995145797729492,0.97,3.0,xy_d4_8_view
unet:6bba_2312ac41:t20:p00012,6bba_2312ac41,20,6.5,4.875,102.375,0.9996391534805298,0.97,3.0,xy_d4_8_view
